,url,name,address,provider,MW_total_power,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,number,street,municipality,state,latitude,longitude
1075,https://datacenters.com/24shells-inc-ewr1,24Shells Inc: EWR1 Data Center,"165 Halsey Street, Newark, NJ, USA",24Shells Inc,,3.11,,,165,Halsey Street,Newark,NJ,40.7367988,-74.17341306666667
1076,https://datacenters.com/switch-texas-2,Switch Data Centers: Texas 2 Data Center,"4100 Smith School Road, Austin, TX, USA",Switch Data Centers,,2.49,,,4100,Smith School Road,Austin,TX,30.198901499999998,-97.713626149871
1077,https://datacenters.com/dedicated-solutions-columbus-ohio,Dedicated Solutions: Columbus Ohio Data Center,"535 Scherers Ct, Columbus, OH, USA",Dedicated Solutions,50.0,9.95,,86000.0,535,Scherers Ct,Columbus,OH,40.11647609568262,-83.00216667279285
1078,https://datacenters.com/amazon-aws-iad54-ashburn,Amazon AWS: IAD54 Ashburn,"43791 Devin Shafron Drive, Ashburn, VA, USA",Amazon AWS,,4.35,,,43791,Devin Shafron Drive,Ashburn,VA,39.00333635,-77.48709345475464
1079,https://datacenters.com/exa-infrastructure-new-york-data-centre,EXA Infrastructure: New York Data Centre,"60 Hudson Street, Hudson Street, New York, NY 10013, USA",EXA Infrastructure,0.5,8.7,,4994.45,60,Hudson Street,Hudson Street,New York,40.7176412,-74.00827524446427
1080,https://datacenters.com/limestone-networks-dfw2-dallas,Limestone Networks: DFW2 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",Limestone Networks,,14.3,,,1950,North Stemmons Freeway,Dallas,TX,32.800965950000005,-96.81952300449768
1081,https://datacenters.com/flexential-salt-lake-city-lindon,Flexential: Salt Lake City - Lindon Data Center,"333 South 520 West #150, Lindon, UT 84042, USA",Flexential,0.57,33.56,6336.0,9542.0,333,South 520 West #150,Lindon,UT,40.3324422,-111.72816798439638
1082,https://datacenters.com/leaseweb-los-angeles-lax-12,LeaseWeb: Los Angeles LAX-12 Data Center,"1200 W 7th St, Los Angeles, CA 90017, USA",LeaseWeb,22.5,10.57,,350000.0,1200,W 7th St,Los Angeles,CA,34.051107200000004,-118.26591632340578
1083,https://datacenters.com/dynascale-west7center,Dynascale: West7Center Data Center,"1200 West 7th Street, Los Angeles, CA, USA",Dynascale,22.5,10.57,282000.0,375000.0,1200,West 7th Street,Los Angeles,CA,34.051107200000004,-118.26591632340578
1085,https://datacenters.com/involta-green-bay,Involta: Green Bay Data Center,"Green Bay, WI, USA",Involta,,175.23,,,,Green Bay,WI,,44.5126379,-88.0125794
1086,https://datacenters.com/cato-digital-inc-us-east1,"Cato Digital, Inc: us-east1","60 Hudson Street, Hudson Street, New York, NY, USA","Cato Digital, Inc",,8.7,,,60,Hudson Street,Hudson Street,New York,40.7176412,-74.00827524446427
1087,https://datacenters.com/databank-mci2-pine-ridge,DataBank: MCI2 Pine Ridge Data Center,"10605 West 84th Terrace, Lenexa, KS, USA",DataBank,2.0,21.75,11510.0,31000.0,10605,West 84th Terrace,Lenexa,KS,38.97570826134456,-94.7098064913122
1088,https://datacenters.com/lumen-portland-1,Lumen: Portland 1 Data Center,"1335 Northwest Northrup Street, Portland, OR, USA",Lumen,,5.6,4312.0,27000.0,1335,Northwest Northrup Street,Portland,OR,45.5316595,-122.6853544
1089,https://datacenters.com/databank-den5-centennial-ii,DataBank: DEN5 Centennial II Data Center,"6961 South Quentin Street, Centennial, CO 80112, USA",DataBank,16.0,20.51,75000.0,,6961,South Quentin Street,Centennial,CO,39.5900652,-104.84696346390274
1090,https://datacenters.com/lumen-portland-2,Lumen: Portland 2 Data Center,"707 SW Washington Ave, Beaverton, OR, USA",Lumen,,12.43,1321.0,4663.0,707,SW Washington Ave,Beaverton,OR,45.4851491,-122.8054342
1091,https://datacenters.com/coresite-mi1-miami,CoreSite: MI1 Miami Data Center,"2115 Northwest 22nd Street, Miami, FL, USA",CoreSite,,3.73,,43000.0,2115,Northwest 22nd Street,Miami,FL,25.7975443,-80.23003379573089
1092,https://datacenters.com/edgeconnex-chi01-chicago,EdgeConnex: CHI01 Chicago Data Center,"1800 Nicholas Boulevard, Elk Grove Village, IL, USA",EdgeConnex,20.0,2.49,,132000.0,1800,Nicholas Boulevard,Elk Grove Village,IL,42.000768199999996,-87.95079638730839
1093,https://datacenters.com/digital-fortress-downtown-portland-1-ptl,Digital Fortress: Downtown Portland Data Center 1 - (PTL),"511 Southwest 10th Avenue, Portland, OR, USA",Digital Fortress,2.1,6.22,6700.0,10700.0,511,Southwest 10th Avenue,Portland,OR,45.5211465,-122.6818887
1095,https://datacenters.com/binary-net-lincoln,Binary Net: Lincoln Data Center,"134 South 13th Street, Lincoln, NE, USA",Binary Net,1.5,3.73,10000.0,150000.0,134,South 13th Street,Lincoln,NE,40.81316791836735,-96.70249408163266
1096,https://datacenters.com/lunavi-bellingham,Lunavi: Bellingham Data Center,"851 Coho Way, Bellingham, WA, USA",Lunavi,,90.73,,,851,Coho Way,Bellingham,WA,48.7591185,-122.50346395
1098,https://datacenters.com/edgeconnex-pit01-pittsburgh,EdgeConnex: PIT01 Pittsburgh Data Center,"282 Corliss Street, Pittsburgh, PA 15220, USA",EdgeConnex,1.0,9.95,,14174.0,282,Corliss Street,Pittsburgh,PA,40.45231475,-80.04186489865792
1099,https://datacenters.com/firstlight-romulus,FirstLight: Romulus Data Center,"7890 Lehigh Crossing, Victor, NY, USA",FirstLight,,12.43,,2000.0,7890,Lehigh Crossing,Victor,NY,43.00360118083447,-77.47195339069941
1100,https://datacenters.com/equinix-cu4-culpeper,Equinix: CU4 Culpeper Data Center,"18155 Technology Drive, Culpeper, VA, USA",Equinix,25.0,44.12,52669.0,117374.0,18155,Technology Drive,Culpeper,VA,38.4551359,-77.9780171
1101,https://datacenters.com/colobarn-arizona,ColoBarn: Arizona Data Center,"8905 South Beck Avenue, Tempe, AZ, USA",ColoBarn,2.0,7.46,18000.0,28000.0,8905,South Beck Avenue,Tempe,AZ,33.332174050000006,-111.95798624702945
1102,https://datacenters.com/lumen-las-vegas-1,Lumen: Las Vegas 1 Data Center,"1 Aerojet Way, North Las Vegas, NV, USA",Lumen,,10.57,3230.0,37500.0,1,Aerojet Way,North Las Vegas,NV,36.237316,-115.120203
1104,https://datacenters.com/colohouse-new-york,Colohouse: New York Data Center,"1 Ramland Rd, Orangeburg, New York, USA",Colohouse,5.0,18.59,230000.0,230000.0,1,Ramland Rd,Orangeburg,New York,41.0343477,-73.9757593
1105,https://datacenters.com/fogo-solutions-carrollton-ga,"FOGO Solutions: Carrollton, GA","Carrollton, GA, USA",FOGO Solutions,1.0,37.29,5500.0,9500.0,,Carrollton,GA,,33.5801103,-85.0766113
1107,https://datacenters.com/hivelocity-725-s-wells-st,Hivelocity: 725 S. Wells St. Data Center,"725 South Wells Street, Chicago, IL, USA",Hivelocity,0.6,15.54,6000.0,,725,South Wells Street,Chicago,IL,41.87262895,-87.63329793378796
1109,https://datacenters.com/scalematrix-seattle-us-west-02,ScaleMatrix: Seattle Data Center US-West 02,"1023 39th Avenue Southeast, Puyallup, WA, USA",ScaleMatrix,100.0,19.89,,200000.0,1023,39th Avenue Southeast,Puyallup,WA,47.1609036,-122.27924431909413
1111,https://datacenters.com/racksquared-columbus-oh,Racksquared Data Center: Columbus OH Data Center,"325 East Spring Street, Columbus, OH, USA",Racksquared Data Center,,5.6,4000.0,,325,East Spring Street,Columbus,OH,39.967015836734696,-82.99281869387755
1113,https://datacenters.com/inap-dallas-1,INAP: Dallas 1 Data Center,"1221 Coit Road, Plano, TX, USA",INAP,,17.4,55000.0,55000.0,1221,Coit Road,Plano,TX,33.01720430867475,-96.76652838464378
1115,https://datacenters.com/zenlayer-nyc1-new-york,Zenlayer: NYC1 New York Data Center,"60 Hudson St, New York, NY 10013, USA",Zenlayer,,8.7,,,60,Hudson St,New York,NY,40.7176412,-74.00827524446427
1118,https://datacenters.com/prime-prime-phoenix-lower-buckeye-4,Prime Data Centers: Prime Phoenix - Lower Buckeye #4,"11753 West Lower Buckeye Road, Avondale, AZ, USA",Prime Data Centers,48.0,18.02,128000.0,264000.0,11753,West Lower Buckeye Road,Avondale,AZ,33.420565401202495,-112.31179849269374
1119,https://datacenters.com/flexential-portland-hillsboro-4,Flexential: Portland - Hillsboro 4 Data Center,"4915 NE Starr Blvd, Hillsboro, OR, USA",Flexential,18.0,,138000.0,138000.0,4915,NE Starr Blvd,Hillsboro,OR,45.555308350000004,-122.93910736674918
1120,https://datacenters.com/deft-silicon-valley-ca,"Deft, a Summit company: Silicon Valley, CA Data Center","2820 Northwestern Parkway, Santa Clara, CA 95051, USA","Deft, a Summit company",,2.49,38000.0,,2820,Northwestern Parkway,Santa Clara,CA,37.372569299999995,-121.97365893917444
1121,https://datacenters.com/amazon-aws-iad24-manassas,Amazon AWS: IAD24 Manassas,"7610 Mason King Ct, Manassas, VA, USA",Amazon AWS,,11.19,,23000.0,7610,Mason King Ct,Manassas,VA,38.790348449999996,-77.5400060399839
1122,https://datacenters.com/china-telecom-cyxtera-sc4-sc5-sc9,"China Telecom: Cyxtera SC4, SC5, SC9 Data Center","4650 Old Ironsides Dr, Santa Clara, CA 95054, USA",China Telecom,,3.73,,,4650,Old Ironsides Dr,Santa Clara,CA,37.39650653098678,-121.97959832685888
1123,https://datacenters.com/mod-mission-critical-ny1-telehouse-new-york-pop,MOD Mission Critical: NY1 - Telehouse New York Data Center PoP,"85 10th Avenue, New York, NY, USA",MOD Mission Critical,4.15,6.84,60000.0,635000.0,85,10th Avenue,New York,NY,40.7434562,-74.0075595
1124,https://datacenters.com/meta-inc-dekalb,"Meta, Inc.: DeKalb Data Center","1510 E Gurler Rd, DeKalb, Illinois 60115, USA","Meta, Inc.",,3.01,,,1510,E Gurler Rd,DeKalb,Illinois,41.892784,-88.755698
1126,https://datacenters.com/edgeconnex-svc01-santa-clara,EdgeConnex: SVC01 Santa Clara Data Center,"1700 Richard Avenue, Santa Clara, CA, USA",EdgeConnex,1.8,1.25,,19800.0,1700,Richard Avenue,Santa Clara,CA,37.366047494903555,-121.95800487336253
1127,https://datacenters.com/enzu-aus1-austin,Enzu: AUS1 Austin Data Center,"7620 Metro Center Dr, Austin, TX, USA",Enzu,,1.87,,,7620,Metro Center Dr,Austin,TX,30.216268,-97.69230588844445
1128,https://datacenters.com/tierpoint-new-york-hw2-hawthorne,TierPoint: New York - HW2 Hawthorne Data Center,"17 Skyline Drive, Hawthorne, NY, USA",TierPoint,,21.13,13500.0,172000.0,17,Skyline Drive,Hawthorne,NY,41.086457499999995,-73.81734534989087
1129,https://datacenters.com/limestone-networks-lax1-los-angeles,Limestone Networks: LAX1 Los Angeles Data Center,"44 North Douglas Street, El Segundo, CA, USA",Limestone Networks,,1.87,,,44,North Douglas Street,El Segundo,CA,33.93073,-118.3831525
1130,https://datacenters.com/neutron-colocation-coeur-d-alene,Neutron Colocation: Coeur d' Alene Data Center,"600 West Appleway Avenue, Coeur d'Alene, ID, USA",Neutron Colocation,,257.87,3000.0,6000.0,600,West Appleway Avenue,Coeur d'Alene,ID,47.700673,-116.794529
1131,https://datacenters.com/lumen-san-bernardino-1,Lumen: San Bernardino 1 Data Center,"5705 Industrial Parkway, San Bernardino, CA, USA",Lumen,,62.14,1140.0,20000.0,5705,Industrial Parkway,San Bernardino,CA,34.1786737,-117.3479696
1132,https://datacenters.com/lumen-wilmington-1,Lumen: Wilmington 1 Data Center,"1603 Jessup Street, Wilmington, DE, USA",Lumen,,18.02,1228.0,15000.0,1603,Jessup Street,Wilmington,DE,39.74845357018545,-75.5392907115659
1133,https://datacenters.com/lumen-louisville-3,Lumen: Louisville 3 Data Center,"332 West Broadway, Louisville, KY, USA",Lumen,,4.98,1598.0,10495.0,332,West Broadway,Louisville,KY,38.24566,-85.7579732
1134,https://datacenters.com/mod-mission-critical-at1-drt-atl14-pop,MOD Mission Critical: AT1 - DRT ATL14 Data Center PoP,"250 Williams Street Northwest, Atlanta, GA, USA",MOD Mission Critical,,8.08,33000.0,,250,Williams Street Northwest,Atlanta,GA,33.76163914285714,-84.39064993877551
1137,https://datacenters.com/epsilon-telecommunications-new-york,Epsilon Telecommunications: New York Data Center,"60 Hudson Street, Hudson Street, New York, NY, USA",Epsilon Telecommunications,,8.7,,,60,Hudson Street,Hudson Street,New York,40.7176412,-74.00827524446427
1138,https://datacenters.com/china-telecom-coresite-sv7,China Telecom: Coresite SV7 Data Center,"3020 Coronado Dr, Santa Clara, CA 95054, USA",China Telecom,,2.49,,,3020,Coronado Dr,Santa Clara,CA,37.3022425,-122.0294633
1140,https://datacenters.com/leaseweb-new-york-nyc-01,LeaseWeb: New York NYC-01 Data Center,"3003 Woodbridge Ave, Edison, NJ, USA",LeaseWeb,48.0,14.3,,830000.0,3003,Woodbridge Ave,Edison,NJ,40.52082485,-74.34741660299264
1141,https://datacenters.com/databank-ind1-downtown-indianapolis,DataBank: IND1 Downtown Indianapolis Data Center,"731 West Henry Street, Indianapolis, IN, USA",DataBank,2.1,6.84,16950.0,54000.0,731,West Henry Street,Indianapolis,IN,39.7595183,-86.1722794
1142,https://datacenters.com/tierpoint-charlotte-north-myers,TierPoint: Charlotte - North Myers Data Center,"125 North Myers Street, Charlotte, NC, USA",TierPoint,2.0,5.6,7500.0,30600.0,125,North Myers Street,Charlotte,NC,35.22153103021294,-80.83580723843983
1143,https://datacenters.com/lumen-santa-barbara-1,Lumen: Santa Barbara 1 Data Center,"122 Helena Ave, Santa Barbara, CA, USA",Lumen,,80.16,5247.0,15900.0,122,Helena Ave,Santa Barbara,CA,34.4144364,-119.69011213879602
1144,https://datacenters.com/coresite-sv8-silicon-valley,CoreSite: SV8 Silicon Valley Data Center,"3035 Stender Way, Santa Clara, CA, USA",CoreSite,,2.49,,162000.0,3035,Stender Way,Santa Clara,CA,37.37708350762056,-121.97101808740565
1145,https://datacenters.com/databank-slc3-granite-point,DataBank: SLC3 Granite Point Data Center,"14926 Pony Express Rd, Bluffdale, Salt Lake, UT, USA",DataBank,6.3,21.13,55780.0,85000.0,14926,Pony Express Rd,Bluffdale,Salt Lake,40.4857538,-111.9000266
1146,https://datacenters.com/quadranet-chicago,QuadraNet: Chicago Data Center,"1905 Lunt Avenue, Elk Grove Village, IL, USA",QuadraNet,,2.49,,114457.0,1905,Lunt Avenue,Elk Grove Village,IL,42.00107525,-87.95526507465392
1147,https://datacenters.com/hopone-cherryroad-dca2-mclean,HopOne @CherryRoad: DCA2 McLean Data Center,"8201 Greensboro Drive, Tysons, VA, USA",HopOne @CherryRoad,0.125,11.19,1230.0,,8201,Greensboro Drive,Tysons,VA,38.92246555,-77.22712140025016
1148,https://datacenters.com/breezehost-io-charlotte,BreezeHost.io: Charlotte,"3101 International Airport Drive, Charlotte, NC, USA",BreezeHost.io,2.5,1.79,15000.0,45000.0,3101,International Airport Drive,Charlotte,NC,35.193407,-80.938014
1149,https://datacenters.com/latitude-sh-chicago,Latitude.sh: Chicago,"2200 Busse Rd, Elk Grove Village, IL, USA",Latitude.sh,,3.11,,,2200,Busse Rd,Elk Grove Village,IL,41.994230099999996,-87.96223156699811
1150,https://datacenters.com/cybernest-cybernest-dallas,CyberNest: CyberNest Dallas,"400 S Akard St, Dallas, TX 75202, USA",CyberNest,,15.54,,,400,S Akard St,Dallas,TX,32.778320550000004,-96.7985002392905
1151,https://datacenters.com/data-canopy-dallas-carrollton,Data Canopy: Dallas (Carrollton),"1649 West Frankford Road, Carrollton, TX, USA",Data Canopy,60.0,8.7,400000.0,670000.0,1649,West Frankford Road,Carrollton,TX,32.9930675,-96.9320286
1155,https://datacenters.com/mod-mission-critical-bnd1-one-neck-pop,MOD Mission Critical: BND1 - One Neck Data Center PoP,"20845 Sockeye Place, Bend, OR, USA",MOD Mission Critical,,237.37,,30000.0,20845,Sockeye Place,Bend,OR,44.08666096209186,-121.28278216906476
1156,https://datacenters.com/lumen-metairie-1,Lumen: Metairie 1 Data Center,"3220 Lausat Street, Metairie, LA, USA",Lumen,,5.6,1270.0,20000.0,3220,Lausat Street,Metairie,LA,29.97229475,-90.15784515103206
1158,https://datacenters.com/netdepot-netdepot-spring-tx,"NETdepot: NETdepot - Spring, TX","2626 Spring Cypress Road, Spring, TX 77388, USA",NETdepot,,,,,2626,Spring Cypress Road,Spring,TX,30.071631639711498,-95.4421848943759
1160,https://datacenters.com/zenlayer-lax5-los-angeles,Zenlayer: LAX5 Los Angeles Data Center,"600 W 7th St, Los Angeles, CA, USA",Zenlayer,,11.19,,,600,W 7th St,Los Angeles,CA,34.0473499,-118.256999
1161,https://datacenters.com/fogo-solutions-atlanta-ga,"FOGO Solutions: Atlanta, GA","56 Marietta St NW, Atlanta, GA 30303, USA",FOGO Solutions,,8.08,,,56,Marietta St NW,Atlanta,GA,33.7583265,-84.3938278
1162,https://datacenters.com/data-canopy-louisville,Data Canopy: Louisville,"1208 Quality Choice Place, Louisville, KY 40210, USA",Data Canopy,2.0,4.35,8130.0,,1208,Quality Choice Place,Louisville,KY,38.237066150000004,-85.77383499637676
1163,https://datacenters.com/atlantic-net-dallas,Atlantic.net: Dallas Data Center,"2323 Bryan Street, Dallas, TX, USA",Atlantic.net,4.5,15.54,118000.0,230000.0,2323,Bryan Street,Dallas,TX,32.78697608163265,-96.79400534693877
1164,https://datacenters.com/rack59-oklahoma,RACK59 Data Center: Oklahoma Data Center,"7725 West Reno Avenue, Oklahoma City, Oklahoma, USA",RACK59 Data Center,40.0,5.6,15000.0,250000.0,7725,West Reno Avenue,Oklahoma City,Oklahoma,35.4672049,-97.6497453
1165,https://datacenters.com/ntt-communications-ashburn-va1-virginia,NTT Communications: Ashburn VA1 Virginia Data Center,"21715 Filigree Court, Ashburn, VA, USA",NTT Communications,14.0,4.35,18944.48,150000.0,21715,Filigree Court,Ashburn,VA,39.0163313,-77.45876232933266
1166,https://datacenters.com/mod-mission-critical-po1-pittock-bldg-1547-portland-pop,MOD Mission Critical: PO1 - Pittock Bldg 1547 Portland Data Center PoP,"921 Southwest Washington Street, Portland, OR, USA",MOD Mission Critical,8.0,6.22,81906.0,302262.0,921,Southwest Washington Street,Portland,OR,45.5214889,-122.680807
1167,https://datacenters.com/psychz-networks-chicago,Psychz Networks: Chicago Data Center,"600 South Federal Street, Chicago, IL, USA",Psychz Networks,10.0,15.54,,142000.0,600,South Federal Street,Chicago,IL,41.87430605,-87.62994041963549
1169,https://datacenters.com/firstlight-lebanon,FirstLight: Lebanon Data Center,"16 Cavendish Court, Lebanon, NH, USA",FirstLight,,109.99,,,16,Cavendish Court,Lebanon,NH,43.67888255,-72.25614767446305
1170,https://datacenters.com/element-critical-silicon-valley-one,Element Critical: Silicon Valley One Data Center,"1360 Kifer Road, Sunnyvale, CA, USA",Element Critical,7.0,3.11,80000.0,96100.0,1360,Kifer Road,Sunnyvale,CA,37.373879739908766,-122.00260860512226
1171,https://datacenters.com/dartpoints-baton-rouge-1,DartPoints: Baton Rouge Data Center 1,"7127 Florida Boulevard, Baton Rouge, LA, USA",DartPoints,,5.6,,27000.0,7127,Florida Boulevard,Baton Rouge,LA,30.451716908013196,-91.11651970893755
1172,https://datacenters.com/cogent-communications-pasadena,Cogent Communications: Pasadena Data Center,"2947 Bradley Street, Pasadena, CA, USA",Cogent Communications,,23.62,48627.0,48627.0,2947,Bradley Street,Pasadena,CA,34.16691819300021,-118.08814779801222
1173,https://datacenters.com/mod-mission-critical-au1-data-foundry-pop,MOD Mission Critical: AU1 - Data Foundry Data Center PoP,"7401 East Ben White Boulevard, Austin, TX, USA",MOD Mission Critical,,1.87,,40000.0,7401,East Ben White Boulevard,Austin,TX,30.214973999999998,-97.69497412692968
1174,https://datacenters.com/itel-networks-inc-detroit-clay-st,iTel Networks Inc.: Detroit Clay St Data Center,"1545 Clay Street, Detroit, MI, USA",iTel Networks Inc.,,18.65,,,1545,Clay Street,Detroit,MI,42.379154120192844,-83.06075836650966
1175,https://datacenters.com/managedway-detroit-tym2,ManagedWay: Detroit Data Center TYM2,"600 Executive Drive, Troy, MI, USA",ManagedWay,4.0,30.0,25000.0,50000.0,600,Executive Drive,Troy,MI,42.54005101599888,-83.09919530095087
1177,https://datacenters.com/prime-prime-chicago-1501-midway-ct,Prime Data Centers: Prime Chicago - 1501 Midway Ct.,"1501 Midway Ct, Elk Grove Village, IL, USA",Prime Data Centers,54.0,4.35,156000.0,354000.0,1501,Midway Ct,Elk Grove Village,IL,42.025285,-87.964361
1178,https://datacenters.com/inap-new-york-2,INAP: New York 2 Data Center,"375 Pearl Street, New York, NY, USA",INAP,20.0,12.4,54000.0,54000.0,375,Pearl Street,New York,NY,40.69279,-73.9878959967973
1180,https://datacenters.com/qts-new-albany-1,QTS Data Centers: New Albany 1 Data Center,"1235 Beech Road Southwest, New Albany, OH, USA",QTS Data Centers,,8.27,,,1235,Beech Road Southwest,New Albany,OH,40.069035265808694,-82.754113401138
1181,https://datacenters.com/mod-mission-critical-dc1-dc1-pop,MOD Mission Critical: DC1 - DC1 Data Center PoP,"21711 Filigree Court, Ashburn, VA, USA",MOD Mission Critical,,4.39,19935.0,43356.0,21711,Filigree Court,Ashburn,VA,39.015528450000005,-77.46034102573952
1182,https://datacenters.com/mod-mission-critical-at2-flexential-alpharetta-pop,MOD Mission Critical: AT2 - Flexential Alpharetta Data Center PoP,"12655 Edison Drive, Alpharetta, GA, USA",MOD Mission Critical,6.0,32.32,10000.0,142475.0,12655,Edison Drive,Alpharetta,GA,34.08701705,-84.25182534957617
1183,https://datacenters.com/lumen-broadview-1,Lumen: Broadview 1 Data Center,"2101 Roberts Drive, Broadview, IL, USA",Lumen,,8.7,8917.0,60000.0,2101,Roberts Drive,Broadview,IL,41.854231,-87.857769
1186,https://datacenters.com/lumen-manchester-1,Lumen: Manchester 1 Data Center,"19700 CA-1, Manchester, CA, USA",Lumen,,116.82,1768.0,10000.0,19700,CA-1,Manchester,CA,38.96718779909359,-123.68706589546356
1188,https://datacenters.com/lunavi-den1-denver,Lunavi: DEN1 Denver Data Center,"4300 Brighton Blvd, Denver, CO, USA",Lunavi,,16.16,,,4300,Brighton Blvd,Denver,CO,39.77737055,-104.96827556941619
1189,https://datacenters.com/leaseweb-dallas-dal-13,LeaseWeb: Dallas DAL-13 Data Center,"1950 North Stemmons Freeway, Dallas, TX 75207, USA",LeaseWeb,2.25,14.3,13000.0,,1950,North Stemmons Freeway,Dallas,TX,32.800965950000005,-96.81952300449768
1190,https://datacenters.com/segra-raleigh,Segra: Raleigh Data Center,"2100 Garner Station Boulevard, Raleigh, NC, USA",Segra,2.5,12.43,7800.0,50000.0,2100,Garner Station Boulevard,Raleigh,NC,35.72499205,-78.6623631815708
1191,https://datacenters.com/vantage-va2-ashburn-campus,Vantage Data Centers: VA2 Ashburn Data Center Campus,"22435 Glenn Drive, Sterling, VA 20164, USA",Vantage Data Centers,96.0,3.46,80000.0,80000.0,22435,Glenn Drive,Sterling,VA,38.99032040984585,-77.42437103001113
1192,https://datacenters.com/hivelocity-ord1-chicago,Hivelocity: ORD1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",Hivelocity,,16.78,,,350,East Cermak Road,Chicago,IL,41.85375365,-87.6183797609595
1193,https://datacenters.com/mod-mission-critical-mor1-flexential-morrisville-pop,MOD Mission Critical: MOR1 - Flexential Morrisville Data Center PoP,"5150 McCrimmon Parkway, Morrisville, NC, USA",MOD Mission Critical,4.31,2.49,15500.0,99976.0,5150,McCrimmon Parkway,Morrisville,NC,35.8505281,-78.8291431
1194,https://datacenters.com/mod-mission-critical-eve1-ziply-everett-wa-pop,MOD Mission Critical: EVE1 - Ziply Everett WA Data Center PoP,"426 East Casino Road, Everett, WA, USA",MOD Mission Critical,,32.32,,,426,East Casino Road,Everett,WA,47.9211763,-122.22700002741377
1195,https://datacenters.com/prov-net-irontrust-networks-boston-north,Prov.net/IronTrust Networks: Boston North,"187 Billerica Road, Chelmsford, MA, USA",Prov.net/IronTrust Networks,1.0,,5000.0,8000.0,187,Billerica Road,Chelmsford,MA,42.59707885,-71.33178525806618
1196,https://datacenters.com/inoc-downtown-alb1,INOC Data Centers: Downtown Data Center - ALB1,"80 State Street, Albany, NY, USA",INOC Data Centers,0.4,6.8,,4000.0,80,State Street,Albany,NY,42.64935305,-73.75274525032842
1197,https://datacenters.com/hivelocity-albany,Hivelocity: Albany Data Center,"175 Old Loudon Road, Latham, NY, USA",Hivelocity,,1.87,,11200.0,175,Old Loudon Road,Latham,NY,42.745436350000006,-73.75920168636466
1198,https://datacenters.com/latitude-sh-dallas,Latitude.sh: Dallas,"1950 N Stemmons Fwy #1032, Dallas, TX, USA",Latitude.sh,,14.3,,,1950,N Stemmons Fwy #1032,Dallas,TX,32.800965950000005,-96.81952300449768
1199,https://datacenters.com/china-telecom-ny8,China Telecom: NY8 Data Center,"60 Hudson Street, New York, NY 10013, USA",China Telecom,,8.12,,,60,Hudson Street,New York,NY,40.7176412,-74.00827524446427
1200,https://datacenters.com/colocation-northwest-bellevue,Colocation Northwest: Bellevue Data Center,"15400 Southeast 30th Place, Bellevue, WA, USA",Colocation Northwest,1.0,11.81,6400.0,7000.0,15400,Southeast 30th Place,Bellevue,WA,47.583398450000004,-122.13474410145386
1201,https://datacenters.com/firstlight-burlington,FirstLight: Burlington Data Center,"45 Krupp Drive, Williston, VT, USA",FirstLight,,1.87,,20000.0,45,Krupp Drive,Williston,VT,44.4498540806611,-73.13019577253505
1203,https://datacenters.com/opus-interactive-dallas,Opus Interactive: Dallas Data Center,"400 South Akard Street, Dallas, TX, USA",Opus Interactive,28.8,15.54,130000.0,,400,South Akard Street,Dallas,TX,32.778320550000004,-96.7985002392905
1204,https://datacenters.com/colocrossing-la1-los-angeles,ColoCrossing: LA1 - Los Angeles Data Center,"530 West 6th Street, Los Angeles, CA, USA",ColoCrossing,27.0,11.19,,50000.0,530,West 6th Street,Los Angeles,CA,33.73884114285714,-118.28863897959184
1205,https://datacenters.com/colocrossing-ga1-atlanta,ColoCrossing: GA1 - Atlanta Data Center,"1130 Powers Ferry Place, Marietta, GA, USA",ColoCrossing,1.6,19.89,,10000.0,1130,Powers Ferry Place,Marietta,GA,33.924006345084614,-84.48240908168205
1206,https://datacenters.com/hudsonix-60-hudson-nyc,HudsonIX: 60 Hudson NYC Data Center,"60 Hudson Street, Hudson Street, New York, NY, USA",HudsonIX,15.0,8.7,,120000.0,60,Hudson Street,Hudson Street,New York,40.7176412,-74.00827524446427
1207,https://datacenters.com/china-telecom-cyxtera-la1,China Telecom: Cyxtera LA1 Data Center,"200 N Nash St, El Segundo, CA 90245, USA",China Telecom,,1.87,,,200,N Nash St,El Segundo,CA,33.9176631,-118.38635558122915
1208,https://datacenters.com/vultr-los-angeles,Vultr: Los Angeles,"Los Angeles, CA, USA",Vultr,,11.81,,,,Los Angeles,CA,,34.0536909,-118.242766
1209,https://datacenters.com/databank-msp1-west-twin-cities,DataBank: MSP1 West Twin Cities Data Center,"7700 France Ave S, Edina, MN, USA",DataBank,1.35,5.6,26240.0,,7700,France Ave S,Edina,MN,44.86282955,-93.33055565000001
1210,https://datacenters.com/lumen-modesto-1,Lumen: Modesto 1 Data Center,"1224 13th Street, Modesto, CA, USA",Lumen,,75.19,1124.0,3406.0,1224,13th Street,Modesto,CA,37.644928285714286,-120.99998155102041
1212,https://datacenters.com/h5-philadelphia,H5 Data Centers: Philadelphia Data Center,"1500 Spring Garden Street, Philadelphia, PA, USA",H5 Data Centers,,6.84,,72000.0,1500,Spring Garden Street,Philadelphia,PA,39.9621861,-75.16400961399813
1213,https://datacenters.com/lunavi-westin-seattle,Lunavi: Westin Seattle Data Center,"2001 6th Avenue, Seattle, WA, USA",Lunavi,0.56,11.2,,,2001,6th Avenue,Seattle,WA,47.614354750000004,-122.33886370511684
