,url,name,address,provider,MW_total_power,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,number,street,municipality,state,latitude,longitude
446,https://datacenters.com/netrality-1301-fannin-houston,Netrality Data Centers: 1301 Fannin Houston Data Center,"1301 Fannin Street, Houston, TX, USA",Netrality Data Centers,26.0,16.16,231700.0,784143.0,1301,Fannin Street,Houston,TX,29.7534328,-95.3657979875635
448,https://datacenters.com/lumen-weehawken-1,Lumen: Weehawken 1 Data Center,"300 Boulevard East, Weehawken, NJ, USA",Lumen,,9.3,7442.0,38017.0,300,Boulevard East,Weehawken,NJ,40.7615218,-74.02602712192159
449,https://datacenters.com/lumen-omaha,Lumen: Omaha Data Center,"6805 Pine Street, Omaha, NE, USA",Lumen,,6.8,10000.0,10000.0,6805,Pine Street,Omaha,NE,41.24366324242424,-96.01682554545454
450,https://datacenters.com/databank-atl1-midtown-atlanta,DataBank: ATL1 - Midtown Atlanta Data Center,"760 W Peachtree St NW, Atlanta, GA, USA",DataBank,5.4,9.33,38260.0,94000.0,760,W Peachtree St NW,Atlanta,GA,33.7753991,-84.3875488
451,https://datacenters.com/us-signal-1655-w-sunrise-blvd,US Signal: 1655 W Sunrise Blvd Data Center,"1655 West Sunrise Boulevard, Gilbert, AZ 85233, USA",US Signal,,11.19,,14000.0,1655,West Sunrise Boulevard,Gilbert,AZ,33.3551689,-111.8268400806063
452,https://datacenters.com/coresite-la3-los-angeles,CoreSite: LA3 Los Angeles Data Center,"200 Bauchet Street, Los Angeles, CA, USA",CoreSite,,12.43,,150000.0,200,Bauchet Street,Los Angeles,CA,34.05849544610792,-118.22943232792187
453,https://datacenters.com/lunavi-at1-atlanta,Lunavi: AT1 Atlanta Data Center,"180 Peachtree Street Northeast, Atlanta, GA, USA",Lunavi,5.0,8.08,2500.0,,180,Peachtree Street Northeast,Atlanta,GA,33.76317315687299,-84.38694032531373
455,https://datacenters.com/amazon-aws-iad58-sterling,Amazon AWS: IAD58 Sterling,"22745 Relocation Drive, Sterling, VA, USA",Amazon AWS,,2.49,,128000.0,22745,Relocation Drive,Sterling,VA,38.99397414662921,-77.4348093883778
456,https://datacenters.com/digital-realty-portland-pdx12,Digital Realty: Portland PDX12 Data Center,"5870 Northeast Schaaf Street, Hillsboro, OR 97124, USA",Digital Realty,32.0,15.54,,560000.0,5870,Northeast Schaaf Street,Hillsboro,OR,45.569443582543876,-122.9231297479169
457,https://datacenters.com/ovhcloud-hil1,OVHCloud: HIL1 Data Center,"1300 NE 25th Ave, Hillsboro, Oregon 97124, USA",OVHCloud,,17.4,,,1300,NE 25th Ave,Hillsboro,Oregon,45.534049100000004,-122.95649680410529
458,https://datacenters.com/cologix-dal2-dallas,Cologix: DAL2 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",Cologix,,7.46,12000.0,12000.0,1950,North Stemmons Freeway,Dallas,TX,32.800965950000005,-96.81952300449768
459,https://datacenters.com/tpx-communications-sacramento,TPx Communications: Sacramento Data Center,"1099 15th Street, Sacramento, CA, USA",TPx Communications,,4.35,,,1099,15th Street,Sacramento,CA,38.578011,-121.486633
460,https://datacenters.com/iron-mountain-va-6-northern-virginia,Iron Mountain Data Centers: VA-6 - Northern Virginia Data Center,"11891 Sudley Manor Drive, Manassas, VA, USA",Iron Mountain Data Centers,32.0,12.43,,230000.0,11891,Sudley Manor Drive,Manassas,VA,38.7681428,-77.53864816228469
461,https://datacenters.com/qts-sacramento,QTS Data Centers: Sacramento Data Center,"1100 North Market Boulevard, Sacramento, CA, USA",QTS Data Centers,4.0,6.22,46000.0,92000.0,1100,North Market Boulevard,Sacramento,CA,38.646312,-121.48627223043131
462,https://datacenters.com/lumen-bakersfield-2,Lumen: Bakersfield 2 Data Center,"1430 Truxtun Ave, Bakersfield, CA, USA",Lumen,,104.4,,4917.0,1430,Truxtun Ave,Bakersfield,CA,35.37341591836735,-119.01802897959183
463,https://datacenters.com/nfinit-lightwave,NFINIT: Lightwave Data Center,"9305 Lightwave Avenue, San Diego, CA, USA",NFINIT,1.7,7.46,58335.0,80100.0,9305,Lightwave Avenue,San Diego,CA,32.827858649999996,-117.12992659595538
465,https://datacenters.com/cologix-jax1-jacksonville,Cologix: JAX1 Jacksonville Data Center,"421 West Church Street, Jacksonville, FL, USA",Cologix,,11.19,10200.0,10200.0,421,West Church Street,Jacksonville,FL,30.33129782414535,-81.66256259106859
466,https://datacenters.com/directlink-technologies-reading-pa,Direct LTx: Reading PA Data Center,"2561 Bernville Road, Reading, PA, USA",Direct LTx,6.0,52.2,110000.0,300000.0,2561,Bernville Road,Reading,PA,40.3809499,-75.9823925715146
467,https://datacenters.com/lumen-birmingham-1-364f5389-ea50-4369-8fac-31408f894ca9,Lumen: Birmingham 1 Data Center,"401 6th Street North, Birmingham, AL, USA",Lumen,,5.6,4512.0,10000.0,401,6th Street North,Birmingham,AL,33.508175,-86.826547
468,https://datacenters.com/aligned-energy-dallas,Aligned Data Centers: Dallas Data Center,"2800 Summit Ave, Plano, TX, USA",Aligned Data Centers,60.0,21.75,52700.0,375000.0,2800,Summit Ave,Plano,TX,33.00975493708304,-96.67843228299641
469,https://datacenters.com/equinix-ph1-philadelphia,Equinix: PH1 Philadelphia Data Center,"401 North Broad Street, Philadelphia, PA, USA",Equinix,0.3,6.84,26779.0,47692.0,401,North Broad Street,Philadelphia,PA,39.9598694,-75.16081442465776
470,https://datacenters.com/oracle-us-dod-north-us-gov-chicago-1,Oracle: US DoD North us-gov-chicago-1,"Chicago, IL, USA",Oracle,,15.54,,,,Chicago,IL,,41.8755616,-87.6244212
471,https://datacenters.com/lumen-mclean-1,Lumen: McLean 1 Data Center,"1755 Old Meadow Road, McLean, VA 22102, USA",Lumen,,9.95,15535.0,62904.0,1755,Old Meadow Road,McLean,VA,38.9208538,-77.2115713
472,https://datacenters.com/lumen-cincinnati-1,Lumen: Cincinnati 1 Data Center,"400 Pike Street, Cincinnati, OH, USA",Lumen,,9.3,7059.0,36697.0,400,Pike Street,Cincinnati,OH,39.10190185567011,-84.50318334020618
473,https://datacenters.com/evocative-boston-bos1,Evocative: Boston Data Center (BOS1),"50 Inner Belt Road, Somerville, MA, USA",Evocative,6.0,3.11,21600.0,46000.0,50,Inner Belt Road,Somerville,MA,42.37795725,-71.08031894999999
475,https://datacenters.com/charlotte-colocation-center-charlotte,Charlotte Colocation Center: Charlotte Data Center,"5821 Fairview Rd, Charlotte, NC, USA",Charlotte Colocation Center,,7.46,1680.0,50000.0,5821,Fairview Rd,Charlotte,NC,35.151902847697286,-80.84281227869856
476,https://datacenters.com/turnkey-internet-albany,TurnKey Internet: Albany Data Center,"175 Old Loudon Rd, Latham, NY, USA",TurnKey Internet,,1.87,,,175,Old Loudon Rd,Latham,NY,42.745436350000006,-73.75920168636466
480,https://datacenters.com/hivelocity-atl2-atlanta,Hivelocity: ATL2 Atlanta Data Center,"250 Williams Street Northwest, Atlanta, GA, USA",Hivelocity,,8.08,,,250,Williams Street Northwest,Atlanta,GA,33.76163914285714,-84.39064993877551
481,https://datacenters.com/digital-realty-silicon-valley-sjc29,Digital Realty: Silicon Valley SJC29 Data Center,"1725 Comstock Street, Santa Clara, CA, USA",Digital Realty,6.2,1.2,39643.0,39643.0,1725,Comstock Street,Santa Clara,CA,37.3750232,-121.9580962
482,https://datacenters.com/stack-infrastructure-chi01-chicago,Stack Infrastructure: CHI01 Chicago Data Center,"1441 Touhy Avenue, Elk Grove Village, IL, USA",Stack Infrastructure,40.0,3.11,,221000.0,1441,Touhy Avenue,Elk Grove Village,IL,42.00761564395706,-87.96445220367333
483,https://datacenters.com/qts-ashburn-moran,QTS Data Centers: Ashburn-Moran Data Center,"44874 Moran Road, Sterling, Virginia 20166, USA",QTS Data Centers,6.0,3.11,26820.0,87000.0,44874,Moran Road,Sterling,Virginia,38.999336204187045,-77.43725076518531
484,https://datacenters.com/xyvest-611-wilshire-blvd,Xyvest: 611 Wilshire Blvd Data Center,"611 Wilshire Boulevard, Los Angeles, CA, USA",Xyvest,,11.18,,,611,Wilshire Boulevard,Los Angeles,CA,34.06234691027145,-118.34757900601574
485,https://datacenters.com/vantage-ca1-santa-clara-campus,Vantage Data Centers: CA1 Santa Clara Data Center Campus,"2820 Northwestern Parkway, Santa Clara, CA, USA",Vantage Data Centers,75.0,2.49,335000.0,335000.0,2820,Northwestern Parkway,Santa Clara,CA,37.372569299999995,-121.97365893917444
486,https://datacenters.com/iron-mountain-azs-1-scottsdale,Iron Mountain Data Centers: AZS - 1 - Scottsdale Data Center,"8521 East Princess Drive, Scottsdale, AZ, USA",Iron Mountain Data Centers,5.8,15.54,,121000.0,8521,East Princess Drive,Scottsdale,AZ,33.644590199999996,-111.89575849541507
488,https://datacenters.com/tierpoint-philadelphia,TierPoint: Philadelphia Data Center,"4775 League Island Boulevard, Philadelphia, PA 19112, USA",TierPoint,,3.73,11500.0,25700.0,4775,League Island Boulevard,Philadelphia,PA,39.89248125,-75.16548391131872
489,https://datacenters.com/1547-critical-systems-realty-chwy1-cheyenne,1547 Critical Systems Realty: CHWY1 Cheyenne Data Center,"340 Progress Circle, Cheyenne, Wyoming, USA",1547 Critical Systems Realty,5.0,87.62,42000.0,42000.0,340,Progress Circle,Cheyenne,Wyoming,41.12975077989307,-104.74069313366648
490,https://datacenters.com/databank-act1-waco,DataBank: ACT1 - Waco Data Center,"700 Austin Avenue, Waco, TX, USA",DataBank,0.8,92.59,14210.0,34000.0,700,Austin Avenue,Waco,TX,31.555117,-97.133556
491,https://datacenters.com/365-na1-nashville,365 Data Centers: NA1 Nashville Data Center,"147 4th Avenue North, Nashville, TN, USA",365 Data Centers,1.33,5.6,19656.0,,147,4th Avenue North,Nashville,TN,36.16185290551425,-86.77787596742111
492,https://datacenters.com/digital-realty-silicon-valley-oak10,Digital Realty: Silicon Valley OAK10 Data Center,"720 2nd Street, Oakland, CA, USA",Digital Realty,14.5,13.0,121220.0,122000.0,720,2nd Street,Oakland,CA,37.7992148,-122.2829762341164
493,https://datacenters.com/dsm-winter-haven,DSM: Winter Haven Data Center,"200 Avenue B Northwest, Winter Haven, FL, USA",DSM,,37.91,33000.0,33000.0,200,Avenue B Northwest,Winter Haven,FL,28.023873,-81.729009
494,https://datacenters.com/flexential-philadelphia-collegeville,Flexential: Philadelphia - Collegeville Data Center,"101 Troutman Road, Collegeville, PA, USA",Flexential,7.2,,203703.0,203703.0,101,Troutman Road,Collegeville,PA,40.1522249,-75.47766472123286
495,https://datacenters.com/evocative-dallas-dal1,Evocative: Dallas Data Center (DAL1),"2800 Summit Avenue, Plano, TX, USA",Evocative,30.0,21.75,,300000.0,2800,Summit Avenue,Plano,TX,33.00975493708304,-96.67843228299641
496,https://datacenters.com/digital-realty-atlanta-atl11,Digital Realty: Atlanta ATL11 Data Center,"101 Aquila Way, Austell, GA 30168, USA",Digital Realty,28.8,11.19,,313000.0,101,Aquila Way,Austell,GA,33.74656255,-84.57973928392062
497,https://datacenters.com/cologix-jax2-jacksonville,Cologix: JAX2 Jacksonville Data Center,"4800 Spring Park Road, Jacksonville, FL, USA",Cologix,,15.54,125000.0,125000.0,4800,Spring Park Road,Jacksonville,FL,30.2732365,-81.6139148
500,https://datacenters.com/flexential-fort-lauderdale,Flexential: Fort Lauderdale Data Center,"5301 Northwest 33rd Avenue, Fort Lauderdale, FL, USA",Flexential,3.15,8.7,22000.0,64164.0,5301,Northwest 33rd Avenue,Fort Lauderdale,FL,26.190085699999997,-80.1932966509257
501,https://datacenters.com/qts-santa-clara,QTS Data Centers: Santa Clara Data Center,"2807 Mission College Boulevard, Santa Clara, CA, USA",QTS Data Centers,7.5,3.11,80000.0,135000.0,2807,Mission College Boulevard,Santa Clara,CA,37.38874267985163,-121.96530188522574
502,https://datacenters.com/tierpoint-kansas-city-lenexa,TierPoint: Kansas City - Lenexa Data Center,"14500 West 105th Street, Lenexa, KS, USA",TierPoint,,24.24,11000.0,58000.0,14500,West 105th Street,Lenexa,KS,38.940002,-94.759005
503,https://datacenters.com/365-dt1-detroit,365 Data Centers: DT1 Detroit Data Center,"24660 Lahser Road, Southfield, MI, USA",365 Data Centers,0.8,18.02,,12000.0,24660,Lahser Road,Southfield,MI,42.4691727860455,-83.26048443144182
504,https://datacenters.com/deft-a-summit-company-elk-grove-village-il,"Deft, a Summit company: Elk Grove Village, IL Data Center","2200 Busse Road, Elk Grove Village, IL, USA","Deft, a Summit company",36.4,2.89,275000.0,485000.0,2200,Busse Road,Elk Grove Village,IL,41.994230099999996,-87.96223156699811
505,https://datacenters.com/365-pa1-philadelphia,365 Data Centers: PA1 Philadelphia Data Center,"1500 Spring Garden Street, Philadelphia, PA, USA",365 Data Centers,10.0,6.84,70650.0,135083.0,1500,Spring Garden Street,Philadelphia,PA,39.9621861,-75.16400961399813
507,https://datacenters.com/365-ch6-chicago,365 Data Centers: CH6 Chicago Data Center,"427 South LaSalle Street, Chicago, IL, USA",365 Data Centers,1.72,15.54,,10000.0,427,South LaSalle Street,Chicago,IL,41.87633285,-87.63148077036223
510,https://datacenters.com/netrality-717-south-wells-chicago,Netrality Data Centers: 717 South Wells Chicago Data Center,"717 South Wells Street, Chicago, IL, USA",Netrality Data Centers,5.7,15.54,26100.0,100000.0,717,South Wells Street,Chicago,IL,41.8725675,-87.6335124
511,https://datacenters.com/segra-charlotte-one-2,Segra: Charlotte One Data Center,"3100 International Airport Drive, Charlotte, NC, USA",Segra,0.5,1.87,5000.0,7800.0,3100,International Airport Drive,Charlotte,NC,35.193413,-80.937813
512,https://datacenters.com/lumen-minnetonka-1,Lumen: Minnetonka 1 Data Center,"5510 Feltl Road, Hopkins, MN, USA",Lumen,,9.95,12000.0,12000.0,5510,Feltl Road,Hopkins,MN,44.90623020009234,-93.42081514208601
515,https://datacenters.com/evocative-redondo-beach-lax14,Evocative: Redondo Beach Data Center (LAX14),"3690 Redondo Beach Avenue, Redondo Beach, CA 90278, USA",Evocative,7.5,6.6,24345.0,104000.0,3690,Redondo Beach Avenue,Redondo Beach,CA,33.889492585644724,-118.37004457097677
516,https://datacenters.com/flexential-tampa-north,Flexential: Tampa - North Data Center,"8350 Parkedge Dr, Tampa, FL 33637, USA",Flexential,3.0,11.81,60166.0,60166.0,8350,Parkedge Dr,Tampa,FL,28.0738377,-82.3683618993294
517,https://datacenters.com/lumen-los-angeles,Lumen: Los Angeles Data Center,"818 W 7th St, Los Angeles, CA, USA",Lumen,,11.2,33430.0,75031.0,818,W 7th St,Los Angeles,CA,33.73795510204082,-118.29503263265306
518,https://datacenters.com/element-critical-chicago-two,Element Critical: Chicago Two Data Center,"341 Haynes Dr, Wood Dale, IL, USA",Element Critical,5.0,3.11,26000.0,45000.0,341,Haynes Dr,Wood Dale,IL,41.97422775,-87.96717559139857
519,https://datacenters.com/databank-slc1-downtown-salt-lake-city,DataBank: SLC1 Downtown Salt Lake City Data Center,"179 Social Hall Ave, Salt Lake City, UT 84111, USA",DataBank,0.5,4.98,10610.0,16000.0,179,Social Hall Ave,Salt Lake City,UT,40.7685233,-111.8858522748673
520,https://datacenters.com/tpx-communications-dallas,TPx Communications: Dallas Data Center,"717 North Harwood Street, Dallas, TX, USA",TPx Communications,,19.27,,,717,North Harwood Street,Dallas,TX,32.785532399999994,-96.79804231034126
521,https://datacenters.com/cyrusone-cin4-cincinnati-hamilton,CyrusOne: CIN4 Cincinnati Hamilton Data Center,"103 Knightsbridge Drive, Hamilton, OH, USA",CyrusOne,9.5,23.62,83000.0,83000.0,103,Knightsbridge Drive,Hamilton,OH,39.387044,-84.565783
522,https://datacenters.com/digital-realty-silicon-valley-sjc11,Digital Realty: Silicon Valley SJC11 Data Center,"3011 Lafayette Street, Santa Clara, CA, USA",Digital Realty,9.0,1.2,,90800.0,3011,Lafayette Street,Santa Clara,CA,37.37642765,-121.94847572664037
523,https://datacenters.com/lumen-tulsa-1,Lumen: Tulsa 1 Data Center,"18 West Archer Street, Tulsa, OK, USA",Lumen,,6.22,1600.0,10000.0,18,West Archer Street,Tulsa,OK,36.15713366666667,-95.993394
524,https://datacenters.com/lumen-kansas-city-2-2,Lumen: Kansas City 2 Data Center,"1212 East 19th Street, Kansas City, MO, USA",Lumen,,16.16,13000.0,50000.0,1212,East 19th Street,Kansas City,MO,39.09067965,-94.56839290913564
525,https://datacenters.com/equinix-mi2-miami,Equinix: MI2 Miami Data Center,"36 Northeast 2nd Street, Miami, FL, USA",Equinix,0.3,5.6,10942.0,17545.0,36,Northeast 2nd Street,Miami,FL,25.7758419,-80.1929625
526,https://datacenters.com/evocative-emeryville-oak1,Evocative: Emeryville Data Center (OAK1),"1400 65th Street, Emeryville, CA, USA",Evocative,,16.16,15042.0,15042.0,1400,65th Street,Emeryville,CA,37.846323,-122.29435
527,https://datacenters.com/flexential-charlotte-north,Flexential: Charlotte - North Data Center,"10105 David Taylor Drive, Charlotte, NC, USA",Flexential,3.3,12.43,10000.0,62589.0,10105,David Taylor Drive,Charlotte,NC,35.329863,-80.76579057556785
528,https://datacenters.com/cyrusone-nva5-northern-virginia-sterling,CyrusOne: NVA5 Northern Virginia Sterling Data Center,"21350 Pacific Blvd, Sterling, VA, USA",CyrusOne,105.0,5.6,,90000.0,21350,Pacific Blvd,Sterling,VA,39.024120350000004,-77.43409999643099
530,https://datacenters.com/flexential-portland-hillsboro-1,Flexential: Portland - Hillsboro 1 Data Center,"3935 NE Aloclek Dr, Hillsboro, OR 97124, USA",Flexential,5.3,14.3,138000.0,85388.0,3935,NE Aloclek Dr,Hillsboro,OR,45.5489278,-122.89245438644275
531,https://datacenters.com/quonix-philadelphia-locust-st,Quonix: Philadelphia - Locust St,"2401 Locust Street, Philadelphia, PA, USA",Quonix,,5.6,,4000.0,2401,Locust Street,Philadelphia,PA,39.95035505,-75.1800072301968
532,https://datacenters.com/equinix-at2-atlanta-ibx,Equinix: AT2 Atlanta IBX Data Center,"56 Marietta Street NorthWest, Atlanta, GA, USA",Equinix,0.9,8.08,6479.0,14003.0,56,Marietta Street NorthWest,Atlanta,GA,33.762757258636405,-84.39693476338218
533,https://datacenters.com/amazon-aws-iad78-44862-interconnection-plaza,Amazon AWS: IAD78 44862 Interconnection Plaza,"44862 Interconnection Plz, Ashburn, VA 20147, USA",Amazon AWS,,5.6,,142000.0,44862,Interconnection Plz,Ashburn,VA,39.02710865,-77.45282885
534,https://datacenters.com/tierpoint-baltimore,TierPoint: Baltimore Data Center,"1401 Russell Street, Baltimore, MD, USA",TierPoint,,6.84,14000.0,28000.0,1401,Russell Street,Baltimore,MD,39.2754558,-76.62550986602082
536,https://datacenters.com/equinix-da3-dallas,Equinix: DA3 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",Equinix,60.0,7.46,25869.0,50738.0,1950,North Stemmons Freeway,Dallas,TX,32.800965950000005,-96.81952300449768
537,https://datacenters.com/colocrossing-nj1-new-york,ColoCrossing: NJ1 - New York Data Center,"101 Possumtown Rd, Piscataway Township, NJ, USA",ColoCrossing,36.4,18.02,,360000.0,101,Possumtown Rd,Piscataway Township,NJ,40.5574623,-74.48445497022735
538,https://datacenters.com/neutron-colocation-spokane,Neutron Colocation: Spokane Data Center,"422 West Riverside Avenue, Spokane, WA, USA",Neutron Colocation,,4.35,2000.0,50000.0,422,West Riverside Avenue,Spokane,WA,47.65803251714229,-117.41847209730655
539,https://datacenters.com/firstlight-brunswick,FirstLight: Brunswick Data Center,"14 Resilient Circle, Brunswick, ME, USA",FirstLight,,119.31,,52000.0,14,Resilient Circle,Brunswick,ME,43.89518095,-69.9229640047743
540,https://datacenters.com/data-canopy-chicago-aurora,Data Canopy: Chicago (Aurora),"2905 Diehl Rd, Aurora, IL 60502, USA",Data Canopy,48.78,21.13,34000.0,70000.0,2905,Diehl Rd,Aurora,IL,41.79805272231562,-88.24663633007307
